Market1501/bounding_box_train/0002_c1s1_000451_03.jpg,2341
Market1501/bounding_box_train/0002_c1s1_000551_01.jpg,2340
Market1501/bounding_box_train/0002_c1s1_000776_01.jpg,2341
Market1501/bounding_box_train/0002_c1s1_000801_01.jpg,2341
Market1501/bounding_box_train/0002_c1s2_000841_01.jpg,2341
Market1501/bounding_box_train/0002_c1s2_050821_02.jpg,2340
Market1501/bounding_box_train/0002_c1s2_050846_02.jpg,2340
Market1501/bounding_box_train/0002_c2s1_000301_01.jpg,2341
Market1501/bounding_box_train/0002_c2s1_000351_01.jpg,2340
Market1501/bounding_box_train/0002_c2s1_000976_01.jpg,2340
Market1501/bounding_box_train/0002_c2s1_068521_01.jpg,2341
Market1501/bounding_box_train/0002_c2s1_073121_01.jpg,2340
Market1501/bounding_box_train/0002_c2s1_073121_02.jpg,2340
Market1501/bounding_box_train/0002_c2s1_123141_01.jpg,2341
Market1501/bounding_box_train/0002_c2s1_123141_03.jpg,2341
Market1501/bounding_box_train/0002_c2s1_136741_01.jpg,2340
Market1501/bounding_box_train/0002_c3s1_000001_01.jpg,2340
Market1501/bounding_box_train/0002_c3s1_000076_01.jpg,2341
Market1501/bounding_box_train/0002_c3s1_000501_01.jpg,2340
Market1501/bounding_box_train/0002_c3s1_068642_02.jpg,2341
Market1501/bounding_box_train/0002_c3s1_072942_02.jpg,2340
Market1501/bounding_box_train/0002_c3s1_123058_01.jpg,2341
Market1501/bounding_box_train/0002_c3s1_123283_03.jpg,666
Market1501/bounding_box_train/0002_c3s1_123283_05.jpg,2341
Market1501/bounding_box_train/0002_c3s1_123358_03.jpg,2341
Market1501/bounding_box_train/0002_c3s1_136233_01.jpg,2340
Market1501/bounding_box_train/0002_c3s1_136258_02.jpg,2340
Market1501/bounding_box_train/0002_c3s1_136308_04.jpg,2340
Market1501/bounding_box_train/0002_c5s1_000476_02.jpg,2340
Market1501/bounding_box_train/0002_c5s1_000551_03.jpg,2340
Market1501/bounding_box_train/0002_c5s1_000626_01.jpg,2340
Market1501/bounding_box_train/0002_c5s1_000651_01.jpg,2341
Market1501/bounding_box_train/0002_c5s1_000776_01.jpg,2340
Market1501/bounding_box_train/0002_c5s1_069073_02.jpg,2340
Market1501/bounding_box_train/0002_c5s1_123595_04.jpg,2340
Market1501/bounding_box_train/0002_c5s1_123595_08.jpg,2340
Market1501/bounding_box_train/0002_c6s1_073451_02.jpg,2340
Market1501/bounding_box_train/0007_c1s6_028546_04.jpg,2272
Market1501/bounding_box_train/0007_c2s3_070952_01.jpg,2272
Market1501/bounding_box_train/0007_c2s3_071002_01.jpg,2272
Market1501/bounding_box_train/0007_c2s3_071052_01.jpg,2272
Market1501/bounding_box_train/0007_c3s3_077344_04.jpg,2272
Market1501/bounding_box_train/0007_c3s3_077419_03.jpg,2272
Market1501/bounding_box_train/0010_c3s3_076019_01.jpg,4882
Market1501/bounding_box_train/0010_c3s3_076044_05.jpg,4882
Market1501/bounding_box_train/0010_c3s3_076069_03.jpg,4882
Market1501/bounding_box_train/0010_c6s4_002427_07.jpg,4882
Market1501/bounding_box_train/0010_c6s4_002452_02.jpg,4882
Market1501/bounding_box_train/0010_c6s4_002502_02.jpg,4882
Market1501/bounding_box_train/0011_c3s3_075969_02.jpg,4877
Market1501/bounding_box_train/0011_c3s3_076044_03.jpg,4877
Market1501/bounding_box_train/0011_c3s3_076119_07.jpg,4877
Market1501/bounding_box_train/0011_c5s3_076562_09.jpg,4877
Market1501/bounding_box_train/0011_c6s4_002352_01.jpg,4877
Market1501/bounding_box_train/0011_c6s4_002377_01.jpg,4877
Market1501/bounding_box_train/0011_c6s4_002427_01.jpg,4877
Market1501/bounding_box_train/0011_c6s4_002452_01.jpg,4877
Market1501/bounding_box_train/0011_c6s4_002527_01.jpg,4877
Market1501/bounding_box_train/0011_c6s4_002527_05.jpg,4877
Market1501/bounding_box_train/0012_c1s1_000776_02.jpg,3061
Market1501/bounding_box_train/0012_c1s1_000801_02.jpg,3061
Market1501/bounding_box_train/0012_c4s1_000826_01.jpg,3061
Market1501/bounding_box_train/0012_c5s1_000651_02.jpg,2543
Market1501/bounding_box_train/0020_c1s1_001526_03.jpg,2889
Market1501/bounding_box_train/0020_c4s1_001426_04.jpg,2889
Market1501/bounding_box_train/0020_c4s1_001426_06.jpg,2889
Market1501/bounding_box_train/0020_c4s1_001451_04.jpg,2889
Market1501/bounding_box_train/0022_c1s1_002351_04.jpg,2187
Market1501/bounding_box_train/0022_c1s1_002376_01.jpg,2187
Market1501/bounding_box_train/0022_c1s1_002401_01.jpg,2187
Market1501/bounding_box_train/0022_c1s1_002851_01.jpg,2187
Market1501/bounding_box_train/0022_c1s1_002876_01.jpg,2187
Market1501/bounding_box_train/0022_c1s1_004051_01.jpg,2187
Market1501/bounding_box_train/0022_c1s1_004101_01.jpg,2187
Market1501/bounding_box_train/0022_c2s1_001801_05.jpg,2187
Market1501/bounding_box_train/0022_c3s1_001826_02.jpg,2187
Market1501/bounding_box_train/0022_c3s1_001901_01.jpg,2187
Market1501/bounding_box_train/0022_c3s1_001926_02.jpg,2187
Market1501/bounding_box_train/0022_c3s1_002376_01.jpg,2187
Market1501/bounding_box_train/0022_c3s1_003451_01.jpg,2187
Market1501/bounding_box_train/0022_c3s1_003476_01.jpg,2187
Market1501/bounding_box_train/0022_c3s1_044651_01.jpg,2187
